1.2788909,0.7134518
0.6632298,0.4717080
0.5097354,0.4370436
0.4843059,0.4134378
0.4577358,0.4218320
0.4485031,0.3938750
0.4390810,0.3719912
0.4260319,0.3737205
0.4188002,0.3617294
0.4142751,0.3598490
0.4096382,0.3516095
0.4070243,0.3624995
0.4035289,0.3826585
0.4032531,0.3476357
0.3985909,0.3531163
0.3982968,0.3615510
0.3914559,0.3381559
0.3903719,0.3624953
0.3890392,0.3454766
0.3890183,0.3410823
0.3799695,0.3418886
0.3787165,0.3434763
0.3727451,0.3285327
0.3747828,0.3560721
0.3731495,0.3371215
0.3704147,0.3366665
0.3644984,0.3255921
0.3674178,0.3365667
0.3618956,0.3336458
0.3616198,0.3286114
0.3616706,0.3429042
0.3621548,0.3257181
0.3542809,0.3264693
0.3548140,0.3336054
0.3513835,0.3259692
0.3515850,0.3284748
0.3502060,0.3439369
0.3548974,0.3280961
0.3506853,0.3274861
0.3509530,0.3311404
0.3441555,0.3267663
0.3478787,0.3239232
0.3463845,0.3422859
0.3454167,0.3278583
0.3463411,0.3261756
0.3463541,0.3497398
0.3428886,0.3301645
0.3434849,0.3316832
0.3414302,0.3413828
0.3426079,0.3307323
0.3405518,0.3373815
0.3452870,0.3327305
0.3403634,0.3180028
0.3412237,0.3325513
0.3390416,0.3513049
0.3417706,0.3366835
0.3380958,0.3308098
0.3405954,0.3366355
0.3374010,0.3407339
0.3393612,0.3298465
0.3366615,0.3511430
0.3389948,0.3235342
0.3371980,0.3316347
0.3390033,0.3482488
0.3344640,0.3472044
0.3355993,0.3295417
0.3347764,0.3322357
0.3364388,0.3271739
0.3328552,0.3405471
0.3350106,0.3433128
0.3321867,0.3420897
0.3324365,0.3000878
0.3318962,0.3287472
0.3337787,0.3302421
0.3298982,0.3086327
0.3303735,0.3286103
0.3297706,0.3487640
0.3320066,0.3109110
0.3278360,0.3459315
0.3309532,0.3294608
0.3293752,0.3166556
0.3283609,0.3273039
0.3276111,0.3420602
0.3302604,0.3380715
0.3312671,0.3277132
0.3293733,0.3312703
0.3298443,0.3323132
0.3284962,0.3482049
0.3281102,0.3452673
0.3246856,0.3331545
0.3277415,0.3300929
0.3296209,0.3365164
0.3257875,0.3373966
0.3256907,0.3295823
0.3238654,0.3496314
0.3253347,0.3341954
0.3237987,0.3481192
0.3258594,0.3328004
0.3273249,0.3336773
0.3246151,0.3299576
