0.7550459,0.4447240
0.6939855,0.7095204
0.5910180,0.4535501
0.5554093,0.9274867
0.6073852,0.5721523
0.5128052,0.4411074
0.5327113,0.6225987
0.5653757,0.6077104
0.4936566,0.4292047
0.5038258,0.7842867
0.5440996,0.4740325
0.5154354,0.4583562
0.4875943,0.5000943
0.4862217,0.4341369
0.4675270,0.4317221
0.4680391,0.4922479
0.4720753,0.4308418
0.4693075,0.4327085
0.4500626,0.4005048
0.4691225,0.4415013
0.4351607,0.3935077
0.4443501,0.4531431
0.4514269,0.4343183
0.4517244,0.4168512
0.4380843,0.3948618
0.4685371,0.4591466
0.4392053,0.4028523
0.4285114,0.4945457
0.4394662,0.4190273
0.4472162,0.4070773
0.4176481,0.3869797
0.4543976,0.4274907
0.4325636,0.3968077
0.4228313,0.3792237
0.4386139,0.4113602
0.4200797,0.3809588
0.4111955,0.3799917
0.4316807,0.4081557
0.4179395,0.3910071
0.4140196,0.3986190
0.4154236,0.4063190
0.4115673,0.3861495
0.4327396,0.4051781
0.4043578,0.4008551
0.4202042,0.3935635
0.3971528,0.3786596
0.4125295,0.3924973
0.4129839,0.3896268
0.4062995,0.3719618
0.4142777,0.4148401
0.4118967,0.3845129
0.3980537,0.3776145
0.4073273,0.3802627
0.4061465,0.3856340
0.4037455,0.4201813
0.4045303,0.3898757
0.4022745,0.3861135
0.4042532,0.3997025
0.3995577,0.3710894
0.3948774,0.3829075
0.3918164,0.4725299
0.4054843,0.3808610
0.3896612,0.3765452
0.3833149,0.5249232
0.4010302,0.3716840
0.3903632,0.3710770
0.3818347,0.8590266
0.4002731,0.3707836
0.3915516,0.3708084
0.3911506,0.7091459
0.3900637,0.3808042
0.3836244,0.3634843
0.3812848,0.4606407
0.3933707,0.3711464
0.3837447,0.3639885
0.3991038,0.7006070
0.3842134,0.3805752
0.3856992,0.3628831
0.3849484,0.8237744
0.3886395,0.3689152
0.3843854,0.3644877
0.3793607,0.4169814
0.3843149,0.3617499
0.3751781,0.3624149
0.3788348,0.4364579
0.3799292,0.3637912
0.3837223,0.3632455
0.3732325,0.4595558
0.3911358,0.3755037
0.3756338,0.3557712
0.3713000,0.5009855
0.3839146,0.3670274
0.3804533,0.3603545
0.3715669,0.5654268
0.3810507,0.3652944
0.3749767,0.3533324
0.3841731,0.3832426
0.3796334,0.3751809
0.3738408,0.3540927
0.3791431,0.4646980
0.3795326,0.3656039
0.3769193,0.3564407
0.3734642,0.4681967
0.3814312,0.3670037
0.3762829,0.3581560
0.3757949,0.3734037
0.3710060,0.3679995
0.3726819,0.3525584
0.3712162,0.4630932
0.3749212,0.3522234
0.3663420,0.3524972
0.3706764,0.4744376
0.3780946,0.3671718
0.3721025,0.3517597
0.3673371,0.4055847
0.3689929,0.3540643
0.3704012,0.3547875
0.3708995,0.5769986
0.3753178,0.3650523
0.3677444,0.3525019
0.3663875,0.4414540
0.3729548,0.3595844
0.3701456,0.3552501
0.3672825,0.3983864
0.3688982,0.3588247
0.3734113,0.3617910
0.3685529,0.4250740
0.3769139,0.3569568
0.3678640,0.3464253
0.3693339,0.6816521
0.3733375,0.3434222
0.3632235,0.3503763
0.3678509,0.4690739
0.3658968,0.3579820
0.3715891,0.3607945
0.3614412,0.3906578
0.3630473,0.3459061
0.3636501,0.3510637
0.3667146,0.4875380
0.3718186,0.3482231
0.3617450,0.3501832
0.3696943,0.3920756
0.3701657,0.3525076
0.3709574,0.3563891
0.3617265,0.3727102
0.3645667,0.3597993
0.3600672,0.3515343
0.3549526,0.3636605
0.3615596,0.3487548
0.3580568,0.3332236
0.3610968,0.3484942
0.3575477,0.3460873
0.3580420,0.3380232
0.3598964,0.3768983
0.3645804,0.3606421
0.3633658,0.3484449
0.3634326,0.4057374
0.3653345,0.3484701
0.3593613,0.3452222
0.3610554,0.5299928
0.3626007,0.3551808
0.3584955,0.3489512
0.3551456,0.4774735
0.3584243,0.3450640
0.3606587,0.3389562
0.3629140,0.4900424
0.3673906,0.3571305
0.3591644,0.3473963
0.3576447,0.8567995
0.3603732,0.3495271
0.3643344,0.3453675
0.3607415,0.6007105
0.3626042,0.3492358
0.3553421,0.3431300
0.3581395,0.6694963
0.3626742,0.3519359
0.3607668,0.3452234
0.3561661,0.3647949
0.3608865,0.3462143
0.3595268,0.3468420
0.3572882,0.3629107
0.3563831,0.3482596
0.3503460,0.3391539
0.3594244,0.3492225
0.3607044,0.3425822
0.3506295,0.5560732
0.3650705,0.3413659
0.3535541,0.3440083
0.3506810,0.6369167
0.3660599,0.3457690
0.3536635,0.3442542
0.3540077,0.3503929
0.3598186,0.3506781
0.3531384,0.3283078
0.3526386,0.3432642
0.3594512,0.3440569
0.3587533,0.3473038
